Venue Name,Venue type,Venue address,Latitude,Longitude
"Praed Street Park, Red Hill",Park,"Praed Street Park, 38 Murray Street, Red Hill",-27.4457,153.0037
"Prentice Park, Lutwyche",Park,"Prentice Park, 51 Swinburne Street, Lutwyche",-27.4217,153.0317
"Presidential Park, Stretton",Park,"Presidential Park, 6 Hoover Court, Stretton",-27.6135,153.0719
"Preston Road Park, Carina",Park,"Preston Road Park, 276 Meadowlands Road, Carina",-27.4936081,153.1188105
"Primrose Park, Wynnum West",Park,"Primrose Park, 2280 Wynnum Road, Wynnum West",-27.4417,153.1577
"Princess Street Park (nos. 8-18), Brighton",Park,"Princess Street Park, 66 Bayview Road, Brighton",-27.2955,153.0609
"Princess Street Park (Nos.5-21), Fairfield",Park,"Princess Street Park (Nos.5-21), 17 Brisbane Corso, Fairfield",-27.5012,153.0236
"Princeton Place Park, Forest Lake",Park,"Princeton Place Park, 15 Princeton Place, Forest Lake",-27.6265,152.9745
Private Andrew Clark Memorial Park (road reserve),Park,"Private Andrew Clark Memorial Park, 73 Andrew Avenue, Tarragindi",-27.5267,153.0403
"Progress Park, Northgate",Park,"Progress Park, 8 Paterson Parade, Northgate",-27.3907,153.0784
Prospect Terrace Park (road reserve),Park,"Prospect Terrace Park (road reserve), 57 Prospect Terrace, Kelvin Grove",-27.4515,153.0107
"Purtell Park, Bardon",Park,"Purtell Park, 57 Carwoola Street, Bardon",-27.4644,152.9736
"Quandong Park, Ashgrove",Park,"Quandong Park, 68 Quandong Street, Ashgrove",-27.4368,152.9994
"Quarry Park, Alderley",Park,"Quarry Park, 39 Quarry Road, Alderley",-27.4252,152.9976
"Queen Street Mall, Brisbane City",General Council venue,"Queen Street Mall, Queen Street, Brisbane City",-27.4697,153.0253
"Queensland Maritime Museum Park, South Brisbane",Park,"Queensland Maritime Museum Park, 412 Stanley Street, South Brisbane",-27.4819,153.0265
"Queensland Performing Arts Centre (QPAC), South Brisbane",Non-Council venue,"Queensland Performing Arts Centre, Cnr Melbourne and Grey Street, South Brisbane",-27.4744,153.0176
"Quinn Park, Toowong",Park,"Quinn Park, 560 Milton Road, Toowong",-27.479,152.9876
"Quinn's Street Park, Balmoral",Park,"Quinn's Street Park, 216 Thynne Road, Balmoral",-27.4584,153.0711
"Raeburn Street Park, Manly",Park,"Raeburn Street Park, 36 Curtis Street, Manly",-27.4591,153.179
"Raeside Street Park, Westlake",Park,"Raeside Street Park, 41A Raeside Street, Westlake",-27.5496,152.9122
"Railton Street Park, Aspley",Park,"Railton Street Park, 114A Albany Creek Road, Aspley",-27.3652,153.0102
"Rainbow Forest Park, Indooroopilly",Park,"Rainbow Forest Park, 48 Dobell Street, Indooroopilly",-27.5162,152.9592
"Rainbow Lorikeet Park, Aspley",Park,"Rainbow Lorikeet Park, 25 Croker Street, Aspley",-27.3693,153.0329
"Rainworth Park, Bardon",Park,"Rainworth Park, 67 Main Avenue, Bardon",-27.4672,152.9831
"Rasey Park, Herston",Park,"Rasey Park, 95 Butterfield Street, Herston",-27.444,153.0235
"Raven Street Reserve, Chermside West",Park,"Raven Street Reserve, 815 Rode Road, Chemside West",-27.3868,153.0048
"Ray Lynch Park, Holland Park",Park,"Ray Lynch Park, 90 Halsey Street, Holland Park",-27.5233,153.0726
"Ray Street Park, Carseldine",Park,"Ray Street Park, 18 Ray Street, Carseldine",-27.5877,152.9655
"Raymond Park, Kangaroo Point",Park,"Raymond Park, 184 Wellington Road, Kangaroo Point",-27.48,153.0383
"Real Park, East Brisbane",Park,"Real Park, 33 Heath Street, East Brisbane",-27.481,153.0488
"Rebecca Street Park, Chapel Hill",Park,"Rebecca Street Park, 34 Brymer Street, Chapel Hill",-27.5012,152.9479
"Reddacliff Place, Brisbane City",General Council venue,"Reddacliff Place, 266 George Street, Brisbane City",-27.4711,153.0229
"Redway Street Park, Nudgee",Park,"Redway Street Park, 36 Redway Street, Nudgee",-27.3733,153.0865
"Regatta Park, Toowong",Park,"Regatta Park, 566 Coronation Drive, Toowong",-27.4823,152.9969
"Regency Place Park (No.16), Stretton",Park,"Regency Place Park (No.16), 16 Regency Place, Stretton",-27.616,153.0751
"Regent Park, Cannon Hill",Park,"Regent Park, 805 Wynnum Road, Cannon Hill",-27.4682,153.0808
"Regents Circuit Park, Forest Lake",Park,"Regents Circuit Park, 32 Centennial Way, Forest Lake",-27.6297,152.9576
"Rembrandt Street Park, Carina",Park,"Rembrandt Street Park, 1710 Creek Road, Carina",-27.478543,153.093433
"Rembrandt Street Park, Seven Hills",Park,"Rembrandt Street Park, 335 Richmond Road, Seven Hills",-27.4782,153.0937
Remick Street Park,Park,"Remick Street Park, Remick Street, Stafford Heights",-27.3927,153.0046
"Riaweena Street Park, The Gap",Park,"Riaweena Street Park, 68 School Road, The Gap",-27.4473,152.9436
Richard Randall Art Studio,"Community Hall,General Council venue","Richard Randall Art Studio, Mount Coot-tha Road, Toowong",-27.475,152.9775
"Richard Russell Park, Manly",Park,"Richard Russell Park, 184 Carlton Terrace, Manly",-27.455388,153.182697
"Richlands Depot Park, Inala",Park,"Richlands Depot Park, 24 Government Road, Inala",-27.6005,152.9582
"Rikki Bailey Park, Oxley",Park,"Rikki Bailey Park, 224 Englefield Road, Oxley",-27.5619,152.9665
"Rilatt Park, Wavell Heights",Park,"Rilatt Park, 69 Rilatt Street, Wavell Heights",-27.3915,153.0477
"Riverstage, Brisbane City",General Council venue,"Riverstage, Gardens Point Road, Brisbane City",-27.4788,153.0301
Riverston Court Park (road reserve),Park,"Riverston Court Park, 1 Riverston Court, Carindale",-27.5138,153.1012
"Riverview Farm Park, Westlake",Park,"Riverview Farm Park, 121 Wendouree Crescent, Westlake",-27.546067,152.904329
"Robert Mitchell Park, Sunnybank Hills",Park,"Robert Mitchell Park, 126 Ryhill Road, Sunnybank Hills",-27.5844,153.042
"Robertson Park, Taringa",Park,"Robertson Park, 249 Indooroopilly Road, Taringa",-27.5026,152.9887
"Robinson Park, Fairfield",Park,"Robinson Park, 65 Ashby Street, Fairfield",-27.5086,153.0235
"Robinson Park, Tingalpa",Park,"Robinson Park, 449 Wondall Road, Tingalpa",-27.4696,153.1488
"Robtrish Street Park, Manly West",Park,"Robtrish Street Park, 31 Robtrish Street, Manly West",-27.4674,153.1662
Rochedale Community Garden,Community Garden,"Rochedale Community Garden, 160 Rochedale Road, Rochedale",-27.5584,153.1294
"Rocks Riverside Park, Seventeen Mile Rocks","Community Garden,Park","Rocks Riverside Park, 531 Seventeen Mile Rocks Road, Seventeen Mile Rocks",-27.5429,152.9609
Roghan Road Park,Park,"Roghan Road Park, Roghan Road, Fitzgibbon",-27.3334,152.9948
Roma Street Parkland,Park,"Roma Street Parkland, 1 Parkland Boulevard, Brisbane City",-27.466,153.0226
"Roma Street Parkland, Brisbane City",Park,"Roma Street Parkland, 1 Parkland Boulevard, Brisbane City",-27.464014,153.019032
Ron Goeldner Park,Park,"Ron Goeldner Park, 50 Esplanade, Yeronga",-27.505801,153.008018
"Ron Ward Park, The Gap",Park,"Ron Ward Park, 8 Tingward Street, The Gap",-27.4321,152.942
"Ron Woolley Place, Mansfield",Park,"Ron Woolley Place, 121 Tones Road, Mansfield",-27.530169,153.111555
"Rory Street Park, Richlands",Park,"Rory Street Park, 4 Rory Street, Richlands",-27.5877,152.9655
"Roscrea Street Park, Tingalpa",Park,"Roscrea Street Park, 27 Roscrea Street, Tingalpa",-27.4809,153.1335
"Rosebank Square, Salisbury",Park,"Rosebank Square, 64 Rosebank Square, Salisbury",-27.5555,153.0431
"Rosemount Park, Sinnamon Park",Park,"Rosemount Park, 27 Drummond Street, Sinnamon Park",-27.5481,152.9496
"Roseneath Drive Park, Parkinson",Park,"Roseneath Drive Park, 11 Roseneath Drive, Parkinson",-27.638,153.0271
"Ross Park, Nundah",Park,"Ross Park, 1018 Sandgate Road, Nundah",-27.4095,153.0586
"Ross Street Park, Newstead",Park,"Ross Street Park, 62 Ross Street, Newstead",-27.4414,153.0436
"Rotary International Presidents Park, St Lucia",Park,"Rotary International Presidents Park, 37 Keith Street, St Lucia",-27.4919,153.0108
"Rotary Park, Heathwood",Park,"Rotary Park, 47 Stapylton Road, Heathwood",-27.632162,152.9860696
"Rowena Street Park (no. 36), Kenmore",Park,"Rowena Street Park (no. 36), 36 Rowena Street, Kenmore",-27.518,152.9265
"Rowlinson Park, Yeronga",Park,"Rowlinson Park, 14 Nelson Street, Yeronga",-27.5199,153.014
"Roxwell Street Park, Forest Lake",Park,"Roxwell Street Park, 3 Taylor Place, Forest Lake",-27.6239,152.9469
"Roy Harvey Park, Stafford",Park,"Roy Harvey Park, 34 Byth Street, Stafford",-27.4106,153.0062
Royal Parade Park,Park,"Royal Parade Park, Royal Parade, Ashgrove",-27.4458,152.967
"RQYS Port Centre Park, Manly",Park,"RQYS Port Centre Park, 578J Royal Esplanade, Manly",-27.4613,153.1903
"Runcorn Pool, Runcorn",Swimming pool,"Runcorn Pool, 37 Bonemill Road, Runcorn",-27.5916,153.0757
Russ Hall Park,Park,"Russ Hall Park, McCarthy Road, Salisbury",-27.5519,153.0358
"Sabot Court Park, Manly West",Park,"Sabot Court Park, 138 Radford Road, Manly West",-27.4688,153.1627
Salisbury Community Garden,"Community Garden,Non-Council venue","Salisbury Community Garden, Salisbury State School, Lillian Avenue, Salisbury",-27.5557,153.0381
"Salisbury Recreation Reserve, Salisbury",Park,"Salisbury Recreation Reserve, 323 Evans Road, Salisbury",-27.5512,153.0358
Sanananda Street Park,Park,"Sanananda Street Park, 961 Centenary Highway, Darra",-27.5726,152.9434
"Sanctuary Drive Park, Forest Lake",Park,"Sanctuary Drive Park, 62 Sanctuary Drive, Forest Lake",-27.6353,152.9833
Sandbag Community Garden,"Community Garden,Non-Council venue","Sandbag Community Garden, 153 Rainbow Street, Sandgate",-27.3222,153.0733
"Sandgate Aquatic Centre, Sandgate",Swimming pool,"Sandgate Aquatic Centre, 231 Flinders Parade, Sandgate",-27.312,153.0665
"Sandgate Foreshores Park, Sandgate",Park,"Sandgate Foreshores Park, 1 Flinders Parade, Sandgate",-27.2928,153.0647
Sandgate Library,Library,"Sandgate Library, 1 Seymour Street, Sandgate",-27.3207,153.0704
"Sandgate Memorial Park, Sandgate",Park,"Sandgate Memorial Park, 8 Seymour Street, Sandgate",-27.3206,153.0698
"Sandgate Second Lagoon Reserve, Sandgate",Park,"Sandgate Second Lagoon Reserve, 122 Brighton Road, Sandgate",-27.319,153.0636
"Sandgate Third Lagoon Reserve, Bracken Ridge",Park,"Sandgate Third Lagoon Reserve, 83 Barfoot Street, Bracken Ridge",-27.3095,153.0445
"Sandgate Town Hall, Sandgate",Community Hall,"Sandgate Town Hall, Cliff and Seymour Streets, Sandgate",-27.3201,153.0698
"Sandy Creek Park, Tarragindi",Park,"Sandy Creek Park, 27 Lana Street, Tarragindi",-27.5276,153.0416
"Sapsford Street Park, Northgate",Park,"Sapsford Street Park, 21 Sapsford Street, Northgate",-27.3934,153.0648
"Satellite Street Park, Coorparoo",Park,"Satellite Street Park, 45 Procyon Street, Coorparoo",-27.5057,153.0695
"Scarlet Place Park, Forest Lake",Park,"Scarlet Place Park, 36 Scarlet Place, Forest Lake",-27.6116,152.9716
"Sceptre Row Park, Bardon",Park,"Sceptre Row Park, 148 Empress Terrace, Bardon",-27.4542,152.9867
School Road Park,Park,"School Road Park, 1176 Waterworks Road, The Gap",-27.443883,152.940106
"Schooner Circuit Park, Manly West",Park,"Schooner Circuit Park, 12 Denise Street, Manly West",-27.4704,153.1603
"Scurr Park, Mount Gravatt East",Park,"Scurr Park, 1090 Cavendish Road, Mount Gravatt East",-27.5264,153.0893
"Seabrook Circuit Park, Westlake",Park,"Seabrook Circuit Park, 40 Seabrook Circuit, Westlake",-27.5501,152.9147
"Seafern Street Park, Sunnybank Bank",Park,"Seafern Street Park, 23 Flintstone Street, Sunnybank Hills",-27.6065,153.0614
"Sedgemoor Street Park, Stafford Heights",Park,"Sedgemoor Street Park, 1 Woodward Street, Stafford Heights",-27.3987,153.0053
"Sedgley Park, Alderley",Park,"Sedgley Park, 401 Enoggera Road, Alderley",-27.4292,153.006
"Seils Park, Ashgrove",Park,"Seils Park, 27 Toomba Avenue, Ashgrove",-27.4375,152.9971
"Selkirk Crescent Park, Upper Kedron",Park,"Selkirk Crescent Park, 80 Selkirk Crescent, Upper Kedron",-27.4089,152.9194
"Settler Street Park, Eight Mile Plains",Park,"Settler Street Park, 30 Settler Street, Eight Mile Plains",-27.5901064,153.1034151
"Settlers Park, Sinnamon Park",Park,"Settlers Park, 9 Dove Tree Crescent, Sinnamon Park",-27.5526,152.9417
"Settlers Village Park, Forest Lake",Park,"Settlers Village Park, 22A Stuart Place, Forest Lake",-27.6169,152.97
"Seven Hills Bushland Reserve, Seven Hills",Park,"Seven Hills Bushland Reserve, 508 Darcy Road, Seven Hills",-27.4788,153.0841
Seven Hills Hub,General Council venue,"Seven Hills Hub, 28 Tallowwood Street, Seven Hills",-27.4774835,153.0735009
"Seville Park, Holland Park",Park,"Seville Park, 5 Elgar Street, Holland Park",-27.5218,153.0714
"Shafik Torbey Park, Darra",Park,"Shafik Torbey Park, 85 Balfour Street, Darra",-27.569518,152.955697
"Shaftesbury Street Park, Tarragindi",Park,"Shaftesbury Street Park, 59 Shaftesbury Street, Tarragindi",-27.5188,153.0414
"Shand Street Park (no. 131), Alderley",Park,"Shand Street Park (no. 131), 131 Shand Street, Alderley",-27.4127,152.9977
"Shand Street Park (No.100), Stafford",Park,"Shand Street Park (No.100), 100 Shand Street, Stafford",-27.4148,153.0035
"Shaw Estate Park, Wavell Heights",Park,"Shaw Estate Park, 150 Shaw Road, Wavell Heights",-27.4017,153.0394
"Shaw Park, Wavell Heights",Park,"Shaw Park, 151 Shaw Road, Wavell Heights",-27.4047,153.0486
"Sheehy Street Park, Stafford",Park,"Sheehy Street Park, 45 Shand Street, Stafford",-27.4126,153.0067
"Sheffield Place Park, Kuraby",Park,"Sheffield Place Park, 30 Aberdeen Crescent, Kuraby",-27.6093,153.0904
"She-Oak Park, Belmont",Park,"She-Oak Park, 216 Belmont Road, Belmont",-27.4853,153.1282
"Sheoak Street Park, Middle Park",Park,"Sheoak Street Park, 11 Sheoak Street, Middle Park",-27.5568,152.9247
"Shepherd Place Park, Shorncliffe",Park,"Shepherd Place Park, 5 Signal Row, Shorncliffe",-27.3227,153.0811
"Sheriff Park, Wakerley",Park,"Sheriff Park, 45 Habitat Drive, Wakerley",-27.48753193,153.1626848
"Sherwood Arboretum, Sherwood",Park,"Sherwood Arboretum, 87 Jolimont Street, Sherwood",-27.5327373,152.9740942
"Sherwood Neighbourhood Centre, Sherwood",Non-Council venue,"Sherwood Neighbourhood Centre, 38 Thallon Street, Sherwood",-27.534,152.9803
"Sherwood Room, Brisbane City Hall",General Council venue,"Sherwood Room, Brisbane City Hall, 64 Adelaide Street, Brisbane City",-27.4691,153.0241
"Shillington Place Park, Wishart",Park,"Shillington Place Park, 590A Mt Gravatt-Capalaba Road, Wishart",-27.5482,153.1075
"Shirley Sester Park, Runcorn",Park,"Shirley Sester Park, 26 Lakefield Place, Runcorn",-27.6039,153.0778
"Shorncliffe Canoe Ramp, Shorncliffe",General Council venue,"Shorncliffe Canoe Ramp, Curlew Street, Shorncliffe",-27.3259,153.0731
"Shorncliffe Downstream Boat Ramp, Shorncliffe",General Council venue,"Shorncliffe Downstream Boat Ramp, Allpass Parade, Shorncliffe",-27.3297,153.0863
"Shorncliffe Upstream Boat Ramp, Shorncliffe",General Council venue,"Shorncliffe Upstream Boat Ramp, Allpass Parade, Shorncliffe",-27.3298,153.0848
"Short Street Park, Rocklea",Park,"Short Street Park, 715 Beaudesert Road, Rocklea",-27.5568,153.0187
"Showground Park, Nudgee",Park,"Showground Park, 61 Hayden Street, Nudgee",-27.3649,153.0851
"Sid Loder Park, Mitchelton",Park,"Sid Loder Park, 28 Tel-el-Kebir Street, Mitchelton",-27.4169,152.9778
"Silkyoak Circuit Park, Fitzgibbon",Park,"Silkyoak Circuit Park, 62 Silkyoak Circuit, Fitzgibbon",-27.346,153.031
"Silvertop Street Park, Keperra",Park,"Silvertop Street Park, 34 Silvertop Street, Keperra",-27.4114,152.9548
Simpsons Playground,Park,"Simpsons Playground, Nadine Street, Graceville",-27.5219,152.9907
Sinbad Street Boat Ramp,Park,"Sinbad Street Boat Ramp, Sinbad Street, Shorncliffe",-27.3341,153.0813
"Sir James Killen Reserve, Sunnybank Hills",Park,"Sir James Killen Reserve, 154 Stones Road, Sunnybank Hills",-27.5871,153.0509
"Sir John Chandler Park, Indooroopilly",Park,"Sir John Chandler Park, 151 Harts Road, Indooroopilly",-27.5175,152.9937
"Sir Manuel Hornibrook Park, Teneriffe",Park,"Sir Manuel Hornibrook Park, 53A Vernon Terrace, Teneriffe",-27.4529,153.0495
"Sir Thomas Brisbane Planetarium, Mt Coot-tha",General Council venue,"Sir Thomas Brisbane Planetarium, 152 Mt Coot-tha Road, Mt Coot-tha",-27.4757,152.9771
"Sleaford Street Park, Chapel Hill",Park,"Sleaford Street Park, 16 Sleaford Street, Chapel Hill",-27.488,152.9422
"Soames Street Park, Everton Park",Park,"Soames Street Park, 34 Soames Street, Everton Park",-27.3914,152.9823
"Solar Park, McDowall",Park,"Solar Park, 128 Streisand Drive, McDowall",-27.3706,152.9847
"Solferino Place Park, The Gap",Park,"Solferino Place Park, 55 Michaela Crescent, The Gap",-27.4388,152.937
"Songbird Way Park, Taigum",Park,"Songbird Way Park, 26 Songbird Way, Taigum",-27.3392,153.0464
South Bank Parklands,Park,"South Bank Parklands, Corner Ernest Street, Stanley Street and Grey Street, South Brisbane",-27.4781,153.0229
"South Bank Parklands, Brisbane City",Park,"South Bank Parklands, Corner Ernest Street, Stanley Street and Grey Street, South Brisbane",-27.474297,153.020581
"South Brisbane Cemetery, Dutton Park",General Council venue,"South Brisbane Cemetery, 185 Annerley Road, Dutton Park",-27.498,153.0277
"South Brisbane Riverside Lands Park, South Brisbane",Park,"South Brisbane Riverside Lands Park, 23A Hockings Street, South Brisbane",-27.4748,153.0071
"Southgate Avenue Park, Cannon Hill",Park,"Southgate Avenue Park, 91 Southgate Avenue, Cannon Hill",-27.4658,153.0914
"Speilberg Street Park, McDowall",Park,"Speilberg Street Park, 1069 Hamilton Road, McDowall",-27.3754,152.9871
"Spencer Park, Newmarket",Park,"Spencer Park, 25 Ruby Street, Newmarket",-27.4391,153.0106
"Spring Creek Reserve, Carindale",Park,"Spring Creek Reserve, 51 Woodland Street, Carindale",-27.517603,153.11707
"Spring Hill Baths, Spring Hill",Swimming pool,"Spring Hill Baths, 14 Torrington Street, Spring Hill",-27.4599,153.0191
"Springfield Crescent Park, Parkinson",Park,"Springfield Crescent Park, 55 Bannockburn Crescent, Parkinson",-27.6326,153.0319
"Springwater Place Park (no. 27), Algester",Park,"Springwater Place Park (no. 27), 27 Springwater Place, Algester",-27.6008,153.0388
"St Achs Street Park, Nudgee",Park,"St Achs Street Park, 66 St Achs Street, Nudgee",-27.3677,153.0835
"St Andrews Avenue Park, Forest Lake",Park,"St Andrews Avenue Park, 6 St Andrews Avenue, Forest Lake",-27.6301,152.9697
"St Helens Road Park (Nos.16-70), Mitchelton",Park,"St Helens Road Park (Nos.16-70), 70 St Helens Road, Mitchelton",-27.4017,152.973
"St James Street Park, Forest Lake",Park,"St James Street Park, 38 St James Street, Forest Lake",-27.6272,152.9564
"St Johns Avenue Park (nos. 7-27), Ashgrove",Park,"St Johns Avenue Park (Nos.7-27), 11 St Johns Avenue, Ashgrove",-27.4442,152.9741
St John's Oxley Community Garden,Community Garden,"St John's Oxley Community Garden, 18 California Road, Oxley",-27.5597,152.9773
"St Lucia Community Hall, St Lucia",Community Hall,"St Lucia Community Hall, 27 Guilfoyle Street, St Lucia",-27.497917,152.996302
St Lucia Golf Links. St Lucia,"General Council venue,Golf course","St Lucia Golf Links, Carawa Street, St Lucia",-27.5022,152.9911
"St Lucia Playground Park, St Lucia",Park,"St Lucia Playground Park, 119 Carmody Road, St Lucia",-27.4975,152.9988
"St Martin Court Park, Bald Hills",Park,"St Martin Court Park, 235B Bald Hills Road, Bald Hills",-27.3038,153.0128
"St Vincents Road Park, Nudgee",Park,"St Vincents Road Park, 562 St Vincents Road, Nudgee",-27.3652,153.0914
"Stanley Day Park, Bald Hills",Park,"Stanley Day Park, 103 Grand Street, Bald Hills",-27.3213,153.0161
"Stanley Park, Deagon",Park,"Stanley Park, 60 Albury Street, Deagon",-27.3248,153.0657
Stanley Richardson Place Park (road reserve),Park,"Stanley Richardson Place Park, 2 Day Road, Northgate",-27.3928,153.0739
"Stanley Street East Park (no. 1090), Coorparoo",Park,"Stanley Street East Park (no. 1090), 1060 Stanley Street East, Coorparoo",-27.487532,153.051774
"Stannard Road Park, Manly West",Park,"Stannard Road Park, 55 Stannard Road, Manly West",-27.461,153.1693
"Stanworth Road Park, Boondall",Park,"Stanworth Road Park, 73 Stanworth Road, Boondall",-27.3502,153.0655
"Stapylton Road Park (no. 47), Heathwood",Park,"Stapylton Road Park (no. 47), 399 Stapylton Road, Heathwood",-27.648109,152.983832
"Stendell Street Park, Wakerley",Park,"Stendell Street Park, 28 Caladium Street, Wakerley",-27.4882,153.1467
"Stewart Place Park, Ashgrove",Park,"Stewart Place Park, 253 Waterworks Road, Ashgrove",-27.4455,152.9918
"Stimpson Park, Moorooka",Park,"Stimpson Park, 904 Ipswich Road, Moorooka",-27.5263,153.0223
Stones Corner Library,Library,"Stones Corner Library, 280 Logan Road, Greenslopes",-27.4984,153.0437
"Story Bridge, Kangaroo Point",General Council venue,"Story Bridge, Main Street, Kangaroo Point",-27.4637,153.0357
"Strawberry Farm Park, Carseldine",Park,"Strawberry Farm Park, 1643 Gympie Road, Carseldine",-27.3483,153.0139
"Strawberry Fields Place, Rochedale",Park,"Strawberry Fields Place, 11 Kate Circuit, Rochedale",-27.5715,153.1132
"Streisand Drive Park, McDowall",Park,"Streisand Drive Park, 99 Streisand Drive, McDowall",-27.3737,152.9816
"Stretton Community Park, Stretton",Park,"Stretton Community Park, 124 Lexton Street, Stretton",-27.6174,153.069
Stretton Recreation Reserve,Park,"Stretton Recreation Reserve, Illaweena Street, Drewvale",-27.6418,153.0696
"Stretton Wetland Reserve, Stretton",Park,"Stretton Wetland Reserve, 932 Gowan Road, Stretton",-27.6355,153.0603
"Strickland Terrace Park, Sherwood",Park,"Strickland Terrace Park, 11 Strickland Terrace, Sherwood",-27.5298,152.9902
"Stringybark Drive Park, Aspley",Park,"Stringybark Drive Park, 25 Stringybark Drive, Aspley",-27.3728,153.0057
"Studley Park, Wavell Heights",Park,"Studley Park, 29 Esdale Street, Wavell Heights",-27.39,153.0438
"Stumers Road Reserve, Mount Crosby",Park,"Stumers Road Reserve, 770 Mt Crosby Road, Mount Crosby",-27.5364,152.8041
"Success Street Park, Acacia Ridge",Park,"Success Street Park, 645 Beatty Road, Acacia Ridge",-27.585,153.0104
"Summerglen Park, Eight Mile Plains",Park,"Summerglen Park, 14 Mapleleaf Street, Eight Mile Plains",-27.5898,153.0895
"Summit Street Park, Belmont",Park,"Summit Street Park, 53 Summit Street, Belmont",-27.4896,153.1303
Sumners Road (no. 529),Park,"Sumners Road, 529 Sumners Road, Riverhills",-27.5613,152.898
"Sunflower Crescent Park, Calamvale",Park,"Sunflower Crescent Park, 66 Honeysuckle Way, Calamvale",-27.6314,153.0535
"Sunny Court Park, Sunnybank Hills",Park,"Sunny Court Park, 301 Jackson Road, Sunnybank Hills",-27.5938,153.0445
"Sunnybank Hall, Sunnybank",Community Hall,"Sunnybank Hall, Corner of Lister and Gager Street, Sunnybank",-27.5787,153.0594
Sunnybank Hills Library,Library,"Sunnybank Hills Library, Sunnybank Hills Shoppingtown, 661 Compton Road, Sunnybank Hills",-27.6107,153.0551
Sunnybank Uniting Community Garden,Community Garden,"Sunnybank Uniting Community Garden, Sunnybank Uniting Church, Corner Hellawell Road and Hillcrest Street, Sunnybank Hills",-27.5992,153.0544
"SunPAC, Macgregor",General Council venue,"SunPAC, 470 McCullough Street, Macgregor",-27.5725,153.0732
Sunset Park,Park,"Sunset Park, 105 Barnett Road, Bardon",-27.4554,152.9713
"Sunset Place Park, McDowall",Park,"Sunset Place Park, 19 Sunset Place, McDowall",-27.3815,152.9837
"Surbiton Court Park, Carindale",Park,"Surbiton Court Park, 114 Weekes Road, Carindale",-27.5036,153.1053
"Sutling Street Park, Chapel Hill",Park,"Sutling Street Park, 39 Sutling Street, Chapel Hill",-27.5101,152.9513
"Svoboda Park, Kuraby",Park,"Svoboda Park, 1490 Beenleigh Rd, Kuraby",-27.6055,153.098
"Sweetman Street Park, Paddington",Park,"Sweetman Street Park, 18 Sweetman Street, Paddington",-27.4596,153.0109
"Swensons Road Nature Reserve, Mount Crosby",Park,"Swensons Road Nature Reserve, 135 Swensons Road, Mount Crosby",-27.5164,152.8278
"Symons Road Park, Sunnybank Hills",Park,"Symons Road Park, 34 Symons Road, Sunnybank Hills",-27.5958,153.0572
"T. M. Burke Park, Ashgrove",Park,"T. M. Burke Park, 64 Stewart Road, Ashgrove",-27.4428,152.9901
"Taigum Place Park, Taigum",Park,"Taigum Place Park, 120 Lemke Road, Taigum",-27.3365,153.0427
"Talisker Place Park, Parkinson",Park,"Talisker Place Park, 6 Mount Archer Road, Parkinson",-27.6394,153.0249
"Tallowwood Place Park, Bridgeman Downs",Park,"Tallowwood Place Park, 221 Althorp Road, Bridgeman Downs",-27.3675,152.997
"Talltrees Street Park, Bracken Ridge",Park,"Talltrees Street Park, 17 Talltrees Street, Bracken Ridge",-27.3288,153.0458
"Tantani Street Park, Manly West",Park,"Tantani Street Park, 89 Tantani Street, Manly West",-27.4642,153.1616
"Tarana Street Park, Camp Hill",Park,"Tarana Street Park, 47 Tarana Street, Camp Hill",-27.495,153.0735
"Taringa Parade Park, Indooroopilly",Park,"Taringa Parade Park, 431Moggill Road, Indooroopilly",-27.4993,152.9672
"Taringa Playground Park, Taringa",Park,"Taringa Playground Park, 29 Moorak Street, Taringa",-27.4913,152.9796
"Tarragindi Recreation Reserve, Tarragindi",Park,"Tarragindi Recreation Reserve, 131 Shaftesbury Street, Tarragindi",-27.5234,153.0403
"Tarragon Place Park, Forest Lake",Park,"Tarragon Place Park, 19 Tarragon Place, Forest Lake",-27.6107,152.9564
"Taylor Bridge Reserve, Chelmer",Park,"Taylor Bridge Reserve, 5 Longman Terrace, Chelmer",-27.5073,152.9727
"Taylor Place Park, Mackenzie",Park,"Taylor Place Park, 53 Taylor Place, Mackenzie",-27.5423,153.1198
"Teasel Crescent Park, Forest Lake",Park,"Teasel Crescent Park, 45 Teasel Crescent, Forest Lake",-27.6075,152.9715
"Temple Street Park, Coorparoo",Park,"Temple Street Park, 36 Temple Street, Coorparoo",-27.4879,153.0565
"Teneriffe Park, Teneriffe",Park,"Teneriffe Park, 33 Teneriffe Drive, Teneriffe",-27.458,153.0471
"Tennessee Avenue Park, Moorooka",Park,"Tennessee Avenue Park, 37 Tennessee Avenue, Moorooka",-27.5256,153.0313
"Tennis Avenue Park, Ashgrove",Park,"Tennis Avenue Park, 35 Tennis Avenue, Ashgrove",-27.4425,153.0023
"Tenth Avenue Park, Brighton",Park,"Tenth Avenue Park, 18 Tenth Avenue, Brighton",-27.3064,153.0648
"Teralba Park, Everton Park",Park,"Teralba Park, 120 Pullen Road, Everton Park",-27.4053,152.9816
"Terrace Street Park, Spring Hill",Park,"Terrace Street Park, 60 Sedgebrook Street, Spring Hill",-27.4639,153.023
"The Avenue Park, Sunnybank Hills",Park,"The Avenue Park, 65 The Avenue, Sunnybank Hills",-27.6004,153.048
"The Beirne Park, Hendra",Park,"The Beirne Park, 77 Gerler Road, Hendra",-27.4192,153.0689
